Flow,O,D,Year
12,9,33,2007
29,9,36,2007
530,9,13,2007
595,9,25,2007
305,9,2,2007
49,9,45,2007
115,9,42,2007
43,9,3,2007
4771,9,44,2007
30,9,19,2007
192,9,32,2007
381,9,23,2007
628,9,15,2007
5045,9,22,2007
54,9,29,2007
809,9,4,2007
5606,9,12,2007
276,9,43,2007
522,9,24,2007
182,28,17,2007
891,28,34,2007
181,28,46,2007
1886,28,16,2007
459,28,21,2007
147,28,49,2007
8,28,39,2007
96,28,35,2007
1406,28,10,2007
659,28,18,2007
90,28,9,2007
2631,28,47,2007
1093,28,31,2007
241,28,26,2007
318,28,41,2007
204,28,6,2007
29,28,38,2007
250,28,37,2007
196,28,8,2007
796,28,7,2007
564,28,48,2007
227,28,1,2007
1651,28,20,2007
27,28,30,2007
55,28,11,2007
332,28,27,2007
121,28,33,2007
126,28,36,2007
95,28,13,2007
667,28,25,2007
419,28,2,2007
40,28,45,2007
768,28,42,2007
225,28,3,2007
82,28,44,2007
423,28,19,2007
13,28,40,2007
310,28,32,2007
49,28,14,2007
620,28,23,2007
1538,28,15,2007
98,28,22,2007
40,28,29,2007
561,28,4,2007
279,28,12,2007
54,28,5,2007
1879,28,43,2007
25,28,24,2007
557,47,17,2007
867,47,34,2007
181,47,46,2007
1101,47,16,2007
434,47,21,2007
146,47,49,2007
77,47,39,2007
19,47,35,2007
2010,47,10,2007
601,47,18,2007
62,47,9,2007
2930,47,28,2007
434,47,31,2007
122,47,26,2007
2276,47,41,2007
243,47,6,2007
106,47,38,2007
218,47,37,2007
202,47,8,2007
1138,47,7,2007
289,47,48,2007
241,47,1,2007
390,47,20,2007
49,47,30,2007
136,47,11,2007
96,47,27,2007
215,47,36,2007
93,47,13,2007
362,47,25,2007
765,47,2,2007
22,47,45,2007
1966,47,42,2007
346,47,3,2007
164,47,44,2007
601,47,19,2007
20,47,40,2007
235,47,32,2007
651,47,23,2007
1569,47,15,2007
161,47,22,2007
379,47,4,2007
339,47,12,2007
84,47,5,2007
275,47,43,2007
13,47,24,2007
79,31,17,2007
842,31,34,2007
81,31,46,2007
970,31,16,2007
429,31,21,2007
166,31,49,2007
19,31,39,2007
36,31,35,2007
467,31,10,2007
524,31,18,2007
105,31,9,2007
3204,31,28,2007
417,31,47,2007
1039,31,26,2007
254,31,41,2007
39,31,6,2007
104,31,37,2007
138,31,8,2007
278,31,7,2007
1634,31,48,2007
16,31,1,2007
1820,31,20,2007
68,31,30,2007
2512,31,11,2007
616,31,27,2007
93,31,33,2007
17,31,36,2007
84,31,13,2007
146,31,25,2007
186,31,2,2007
54,31,45,2007
550,31,42,2007
52,31,3,2007
116,31,44,2007
267,31,19,2007
26,31,40,2007
235,31,32,2007
824,31,14,2007
28,31,23,2007
1975,31,15,2007
261,31,22,2007
183,31,4,2007
764,31,12,2007
38,31,5,2007
1322,31,43,2007
31,31,24,2007
122,26,17,2007
1174,26,34,2007
729,26,46,2007
977,26,16,2007
2091,26,21,2007
82,26,39,2007
490,26,10,2007
344,26,18,2007
169,26,9,2007
758,26,28,2007
510,26,47,2007
707,26,31,2007
231,26,41,2007
518,26,6,2007
13,26,38,2007
115,26,37,2007
113,26,8,2007
364,26,7,2007
336,26,48,2007
302,26,1,2007
7501,26,20,2007
68,26,30,2007
1545,26,11,2007
101,26,27,2007
29,26,33,2007
234,26,36,2007
26,26,13,2007
337,26,25,2007
1100,26,2,2007
88,26,45,2007
427,26,42,2007
2653,26,3,2007
633,26,44,2007
268,26,19,2007
248,26,32,2007
159,26,14,2007
465,26,23,2007
3617,26,15,2007
529,26,22,2007
599,26,4,2007
553,26,12,2007
129,26,5,2007
322,26,43,2007
129,26,24,2007
564,41,17,2007
173,41,34,2007
197,41,46,2007
890,41,16,2007
358,41,21,2007
93,41,49,2007
8,41,39,2007
46,41,35,2007
2128,41,10,2007
983,41,18,2007
82,41,9,2007
854,41,28,2007
2958,41,47,2007
168,41,31,2007
523,41,26,2007
311,41,6,2007
274,41,37,2007
60,41,8,2007
356,41,7,2007
773,41,48,2007
191,41,1,2007
104,41,20,2007
114,41,30,2007
8,41,11,2007
89,41,27,2007
22,41,33,2007
138,41,36,2007
116,41,13,2007
383,41,25,2007
684,41,2,2007
3044,41,42,2007
40,41,3,2007
36,41,44,2007
689,41,19,2007
49,41,40,2007
566,41,32,2007
13,41,14,2007
2286,41,23,2007
1412,41,15,2007
193,41,22,2007
6,41,29,2007
487,41,4,2007
122,41,12,2007
812,41,5,2007
132,41,43,2007
92,41,24,2007
956,6,17,2007
259,6,34,2007
1224,6,46,2007
1358,6,16,2007
662,6,21,2007
51,6,49,2007
63,6,39,2007
21,6,35,2007
1298,6,10,2007
2326,6,18,2007
504,6,28,2007
174,6,47,2007
83,6,31,2007
122,6,26,2007
153,6,41,2007
82,6,38,2007
255,6,37,2007
81,6,8,2007
339,6,7,2007
27,6,48,2007
1705,6,1,2007
372,6,20,2007
66,6,30,2007
99,6,11,2007
51,6,27,2007
138,6,36,2007
22,6,13,2007
317,6,25,2007
683,6,2,2007
167,6,42,2007
265,6,3,2007
66,6,44,2007
411,6,19,2007
55,6,40,2007
358,6,32,2007
143,6,14,2007
895,6,23,2007
8861,6,15,2007
76,6,22,2007
14,6,29,2007
355,6,4,2007
252,6,12,2007
71,6,5,2007
173,6,43,2007
26,6,24,2007
48,38,17,2007
793,38,34,2007
1034,38,16,2007
886,38,21,2007
749,38,49,2007
39,38,35,2007
3669,38,10,2007
230,38,18,2007
88,38,9,2007
159,38,28,2007
285,38,47,2007
201,38,41,2007
79,38,6,2007
531,38,37,2007
3255,38,8,2007
152,38,48,2007
85,38,1,2007
313,38,20,2007
235,38,27,2007
3604,38,33,2007
456,38,36,2007
358,38,13,2007
1782,38,25,2007
1279,38,2,2007
265,38,42,2007
80,38,3,2007
253,38,44,2007
1092,38,19,2007
177,38,40,2007
433,38,32,2007
192,38,23,2007
802,38,15,2007
399,38,22,2007
512,38,29,2007
634,38,4,2007
426,38,12,2007
27,38,5,2007
106,38,43,2007
313,38,24,2007
379,37,17,2007
388,37,34,2007
147,37,46,2007
1472,37,16,2007
596,37,21,2007
369,37,49,2007
972,37,39,2007
2530,37,35,2007
2321,37,10,2007
957,37,18,2007
40,37,9,2007
362,37,28,2007
331,37,47,2007
161,37,31,2007
95,37,26,2007
171,37,41,2007
211,37,6,2007
47,37,38,2007
778,37,8,2007
369,37,7,2007
152,37,48,2007
157,37,1,2007
171,37,20,2007
35,37,30,2007
64,37,11,2007
230,37,27,2007
48,37,33,2007
842,37,36,2007
104,37,13,2007
1439,37,25,2007
2506,37,2,2007
2,37,45,2007
625,37,42,2007
229,37,3,2007
79,37,44,2007
3653,37,19,2007
73,37,40,2007
963,37,32,2007
10,37,14,2007
399,37,23,2007
1538,37,15,2007
82,37,22,2007
53,37,29,2007
5021,37,4,2007
316,37,12,2007
1305,37,5,2007
167,37,43,2007
40,37,24,2007
79,8,17,2007
811,8,34,2007
58,8,46,2007
1830,8,16,2007
611,8,21,2007
1325,8,49,2007
194,8,39,2007
252,8,35,2007
3700,8,10,2007
607,8,18,2007
20,8,9,2007
473,8,28,2007
38,8,47,2007
81,8,31,2007
118,8,26,2007
67,8,41,2007
212,8,6,2007
773,8,38,2007
577,8,37,2007
341,8,7,2007
209,8,48,2007
57,8,1,2007
87,8,20,2007
1,8,30,2007
11,8,11,2007
105,8,27,2007
2703,8,33,2007
753,8,36,2007
106,8,13,2007
2496,8,25,2007
863,8,2,2007
6,8,45,2007
364,8,42,2007
86,8,3,2007
277,8,44,2007
1074,8,19,2007
1467,8,40,2007
459,8,32,2007
17,8,14,2007
261,8,23,2007
898,8,15,2007
120,8,22,2007
593,8,29,2007
867,8,4,2007
275,8,12,2007
62,8,5,2007
108,8,43,2007
21,8,24,2007
506,7,17,2007
1216,7,34,2007
179,7,46,2007
1523,7,16,2007
244,7,21,2007
73,7,49,2007
91,7,39,2007
42,7,35,2007
2263,7,10,2007
862,7,18,2007
39,7,9,2007
1382,7,28,2007
1001,7,47,2007
225,7,31,2007
61,7,26,2007
486,7,41,2007
131,7,6,2007
34,7,38,2007
227,7,37,2007
105,7,8,2007
322,7,48,2007
263,7,1,2007
299,7,20,2007
39,7,30,2007
94,7,11,2007
610,7,27,2007
58,7,33,2007
195,7,36,2007
48,7,13,2007
423,7,25,2007
1113,7,2,2007
14,7,45,2007
1586,7,42,2007
55,7,3,2007
218,7,44,2007
386,7,19,2007
54,7,40,2007
433,7,32,2007
28,7,14,2007
588,7,23,2007
1423,7,15,2007
113,7,22,2007
12,7,29,2007
542,7,4,2007
417,7,12,2007
159,7,5,2007
732,7,43,2007
82,7,24,2007
131,48,17,2007
1496,48,34,2007
251,48,46,2007
1824,48,16,2007
558,48,21,2007
58,48,49,2007
22,48,39,2007
942,48,10,2007
302,48,18,2007
309,48,9,2007
964,48,28,2007
315,48,47,2007
1212,48,31,2007
154,48,26,2007
137,48,41,2007
183,48,6,2007
50,48,38,2007
220,48,37,2007
135,48,8,2007
610,48,7,2007
255,48,1,2007
514,48,20,2007
146,48,30,2007
310,48,11,2007
206,48,27,2007
95,48,36,2007
171,48,13,2007
295,48,25,2007
379,48,2,2007
1517,48,45,2007
340,48,42,2007
144,48,3,2007
248,48,44,2007
457,48,19,2007
24,48,40,2007
100,48,32,2007
377,48,14,2007
125,48,23,2007
1936,48,15,2007
167,48,22,2007
354,48,4,2007
279,48,12,2007
14,48,5,2007
3104,48,43,2007
102,48,24,2007
3486,1,17,2007
146,1,34,2007
992,1,46,2007
1495,1,16,2007
60,1,21,2007
136,1,39,2007
2054,1,10,2007
1288,1,18,2007
3,1,9,2007
804,1,28,2007
317,1,47,2007
324,1,31,2007
87,1,26,2007
293,1,41,2007
4033,1,6,2007
333,1,37,2007
301,1,8,2007
196,1,7,2007
680,1,48,2007
686,1,20,2007
64,1,30,2007
218,1,11,2007
275,1,27,2007
10,1,33,2007
34,1,36,2007
204,1,13,2007
136,1,25,2007
659,1,2,2007
14,1,45,2007
320,1,42,2007
314,1,3,2007
78,1,44,2007
145,1,19,2007
921,1,32,2007
147,1,14,2007
3273,1,23,2007
3103,1,15,2007
361,1,22,2007
298,1,4,2007
286,1,12,2007
205,1,43,2007
300,1,24,2007
211,20,17,2007
1059,20,34,2007
1160,20,46,2007
1611,20,16,2007
1084,20,21,2007
12,20,49,2007
59,20,35,2007
796,20,10,2007
500,20,18,2007
66,20,9,2007
2640,20,28,2007
583,20,47,2007
832,20,31,2007
3178,20,26,2007
546,20,41,2007
314,20,6,2007
9,20,38,2007
278,20,37,2007
130,20,8,2007
480,20,7,2007
502,20,48,2007
295,20,1,2007
144,20,30,2007
552,20,11,2007
228,20,27,2007
45,20,33,2007
63,20,36,2007
220,20,13,2007
425,20,25,2007
459,20,2,2007
57,20,45,2007
578,20,42,2007
1231,20,3,2007
125,20,44,2007
195,20,19,2007
57,20,40,2007
387,20,32,2007
40,20,14,2007
394,20,23,2007
2642,20,15,2007
165,20,22,2007
7,20,29,2007
382,20,4,2007
409,20,12,2007
183,20,5,2007
273,20,43,2007
80,20,24,2007
85,30,17,2007
1072,30,34,2007
2608,30,16,2007
1411,30,21,2007
120,30,35,2007
485,30,10,2007
376,30,18,2007
1864,30,9,2007
352,30,28,2007
200,30,47,2007
347,30,31,2007
154,30,26,2007
286,30,6,2007
304,30,38,2007
49,30,37,2007
184,30,7,2007
1220,30,48,2007
230,30,20,2007
490,30,11,2007
395,30,27,2007
19,30,33,2007
21,30,13,2007
379,30,25,2007
820,30,2,2007
1129,30,45,2007
111,30,42,2007
897,30,3,2007
1625,30,44,2007
404,30,19,2007
236,30,32,2007
181,30,14,2007
224,30,23,2007
1824,30,15,2007
1633,30,22,2007
141,30,29,2007
239,30,4,2007
4254,30,12,2007
95,30,43,2007
2317,30,24,2007
329,11,17,2007
758,11,34,2007
303,11,46,2007
1475,11,16,2007
2673,11,21,2007
220,11,49,2007
55,11,35,2007
519,11,10,2007
157,11,18,2007
187,11,9,2007
660,11,28,2007
401,11,47,2007
4055,11,31,2007
2261,11,26,2007
433,11,41,2007
168,11,6,2007
232,11,38,2007
176,11,37,2007
63,11,8,2007
300,11,7,2007
969,11,48,2007
1654,11,20,2007
102,11,30,2007
325,11,27,2007
48,11,36,2007
173,11,13,2007
913,11,25,2007
317,11,2,2007
231,11,45,2007
844,11,42,2007
529,11,3,2007
155,11,44,2007
1043,11,19,2007
155,11,32,2007
2107,11,14,2007
180,11,23,2007
1921,11,15,2007
507,11,22,2007
4,11,29,2007
664,11,4,2007
223,11,12,2007
84,11,43,2007
591,11,24,2007
229,27,17,2007
3846,27,34,2007
788,27,46,2007
11001,27,16,2007
1797,27,21,2007
235,27,49,2007
291,27,39,2007
19,27,35,2007
792,27,10,2007
339,27,18,2007
1380,27,9,2007
840,27,28,2007
332,27,47,2007
399,27,31,2007
608,27,26,2007
360,27,41,2007
416,27,6,2007
110,27,38,2007
136,27,37,2007
157,27,8,2007
333,27,7,2007
130,27,48,2007
258,27,1,2007
424,27,20,2007
384,27,30,2007
325,27,11,2007
186,27,33,2007
237,27,36,2007
892,27,13,2007
594,27,25,2007
303,27,2,2007
169,27,45,2007
504,27,42,2007
473,27,3,2007
1353,27,44,2007
746,27,19,2007
52,27,40,2007
490,27,32,2007
267,27,14,2007
91,27,23,2007
2115,27,15,2007
2582,27,22,2007
618,27,4,2007
2519,27,12,2007
35,27,5,2007
342,27,43,2007
97,27,24,2007
182,33,17,2007
401,33,34,2007
1002,33,46,2007
903,33,16,2007
296,33,21,2007
1553,33,49,2007
63,33,39,2007
82,33,35,2007
2093,33,10,2007
690,33,18,2007
116,33,9,2007
819,33,28,2007
59,33,47,2007
61,33,31,2007
160,33,41,2007
3453,33,38,2007
164,33,37,2007
8359,33,8,2007
417,33,7,2007
122,33,1,2007
104,33,30,2007
106,33,11,2007
247,33,27,2007
910,33,36,2007
117,33,13,2007
2001,33,25,2007
1659,33,2,2007
727,33,42,2007
122,33,44,2007
1341,33,19,2007
474,33,40,2007
506,33,32,2007
317,33,23,2007
2118,33,15,2007
239,33,22,2007
1721,33,29,2007
495,33,4,2007
449,33,12,2007
44,33,5,2007
471,33,43,2007
332,36,17,2007
478,36,34,2007
37,36,46,2007
1127,36,16,2007
242,36,21,2007
555,36,49,2007
734,36,39,2007
88,36,35,2007
2717,36,10,2007
986,36,18,2007
13,36,9,2007
352,36,28,2007
177,36,47,2007
4,36,26,2007
93,36,41,2007
43,36,6,2007
102,36,38,2007
643,36,37,2007
806,36,8,2007
223,36,7,2007
61,36,48,2007
25,36,1,2007
190,36,20,2007
65,36,30,2007
116,36,27,2007
102,36,33,2007
74,36,13,2007
3748,36,25,2007
1513,36,2,2007
30,36,45,2007
350,36,42,2007
48,36,3,2007
52,36,44,2007
4530,36,19,2007
341,36,40,2007
583,36,32,2007
10,36,14,2007
316,36,23,2007
822,36,15,2007
88,36,22,2007
85,36,29,2007
973,36,4,2007
153,36,12,2007
84,36,5,2007
126,36,43,2007
351,13,17,2007
5004,13,34,2007
574,13,46,2007
2681,13,16,2007
2155,13,21,2007
80,13,39,2007
51,13,35,2007
404,13,10,2007
661,13,18,2007
927,13,9,2007
370,13,28,2007
462,13,47,2007
162,13,31,2007
608,13,26,2007
518,13,41,2007
19,13,6,2007
30,13,38,2007
86,13,37,2007
247,13,8,2007
510,13,7,2007
81,13,48,2007
146,13,1,2007
762,13,20,2007
120,13,30,2007
111,13,11,2007
1132,13,27,2007
171,13,36,2007
660,13,25,2007
311,13,2,2007
79,13,45,2007
365,13,42,2007
1699,13,3,2007
871,13,44,2007
230,13,19,2007
85,13,40,2007
183,13,32,2007
517,13,14,2007
320,13,23,2007
8123,13,15,2007
585,13,22,2007
110,13,29,2007
701,13,4,2007
1110,13,12,2007
101,13,5,2007
226,13,43,2007
175,13,24,2007
253,25,17,2007
301,25,34,2007
62,25,46,2007
1301,25,16,2007
225,25,21,2007
1199,25,49,2007
198,25,39,2007
193,25,35,2007
3263,25,10,2007
1249,25,18,2007
17,25,9,2007
488,25,28,2007
180,25,47,2007
42,25,31,2007
36,25,26,2007
115,25,41,2007
71,25,6,2007
98,25,38,2007
393,25,37,2007
1023,25,8,2007
253,25,7,2007
98,25,48,2007
95,25,1,2007
220,25,20,2007
31,25,30,2007
34,25,11,2007
213,25,27,2007
97,25,33,2007
2695,25,36,2007
41,25,13,2007
1557,25,2,2007
10,25,45,2007
339,25,42,2007
92,25,3,2007
93,25,44,2007
2447,25,19,2007
230,25,40,2007
494,25,32,2007
15,25,14,2007
247,25,23,2007
977,25,15,2007
92,25,22,2007
216,25,29,2007
957,25,4,2007
190,25,12,2007
82,25,5,2007
104,25,43,2007
14,25,24,2007
508,2,17,2007
397,2,34,2007
110,2,46,2007
1288,2,16,2007
272,2,21,2007
239,2,49,2007
108,2,39,2007
55,2,35,2007
1592,2,10,2007
1569,2,18,2007
62,2,9,2007
627,2,28,2007
274,2,47,2007
107,2,31,2007
96,2,26,2007
416,2,41,2007
143,2,6,2007
75,2,38,2007
664,2,37,2007
224,2,8,2007
272,2,7,2007
84,2,48,2007
264,2,1,2007
245,2,20,2007
28,2,30,2007
35,2,11,2007
68,2,27,2007
32,2,33,2007
447,2,36,2007
102,2,13,2007
1302,2,25,2007
672,2,42,2007
172,2,3,2007
140,2,44,2007
824,2,19,2007
183,2,40,2007
3276,2,32,2007
87,2,14,2007
1008,2,23,2007
1247,2,15,2007
38,2,22,2007
96,2,29,2007
2559,2,4,2007
409,2,12,2007
244,2,5,2007
184,2,43,2007
47,2,24,2007
1459,45,34,2007
87,45,46,2007
358,45,16,2007
1519,45,21,2007
96,45,49,2007
1116,45,10,2007
472,45,9,2007
666,45,28,2007
143,45,47,2007
794,45,31,2007
275,45,26,2007
352,45,41,2007
324,45,6,2007
297,45,37,2007
1104,45,7,2007
9534,45,48,2007
483,45,20,2007
2821,45,30,2007
161,45,11,2007
366,45,27,2007
358,45,36,2007
440,45,13,2007
745,45,2,2007
958,45,42,2007
235,45,3,2007
372,45,19,2007
97,45,32,2007
2715,45,14,2007
598,45,15,2007
188,45,22,2007
23,45,29,2007
200,45,4,2007
511,45,12,2007
123,45,5,2007
517,45,43,2007
401,45,24,2007
247,42,17,2007
561,42,34,2007
84,42,46,2007
878,42,16,2007
447,42,21,2007
56,42,49,2007
24,42,39,2007
106,42,35,2007
2022,42,10,2007
595,42,18,2007
60,42,9,2007
533,42,28,2007
1148,42,47,2007
126,42,31,2007
111,42,26,2007
1566,42,41,2007
131,42,6,2007
66,42,38,2007
268,42,37,2007
226,42,8,2007
1265,42,7,2007
103,42,48,2007
61,42,1,2007
312,42,20,2007
39,42,30,2007
80,42,11,2007
177,42,27,2007
86,42,33,2007
160,42,36,2007
99,42,13,2007
547,42,25,2007
1131,42,2,2007
6,42,45,2007
233,42,3,2007
98,42,44,2007
1043,42,19,2007
48,42,40,2007
423,42,32,2007
35,42,14,2007
471,42,23,2007
1042,42,15,2007
186,42,22,2007
3,42,29,2007
528,42,4,2007
164,42,12,2007
667,42,5,2007
95,42,43,2007
48,42,24,2007
229,3,17,2007
752,3,34,2007
1593,3,46,2007
1181,3,16,2007
1056,3,21,2007
18,3,49,2007
55,3,39,2007
938,3,10,2007
646,3,18,2007
124,3,9,2007
604,3,28,2007
110,3,47,2007
169,3,31,2007
1925,3,26,2007
623,3,41,2007
440,3,6,2007
186,3,37,2007
221,3,7,2007
226,3,48,2007
86,3,1,2007
1444,3,20,2007
88,3,30,2007
461,3,11,2007
230,3,27,2007
81,3,36,2007
143,3,13,2007
173,3,25,2007
283,3,2,2007
218,3,42,2007
276,3,44,2007
236,3,19,2007
184,3,32,2007
23,3,14,2007
280,3,23,2007
7360,3,15,2007
40,3,22,2007
431,3,4,2007
435,3,12,2007
77,3,5,2007
103,3,43,2007
88,3,24,2007
39,44,17,2007
1863,44,34,2007
65,44,46,2007
4441,44,16,2007
1446,44,21,2007
15,44,49,2007
104,44,35,2007
552,44,10,2007
518,44,18,2007
1364,44,9,2007
180,44,28,2007
175,44,47,2007
260,44,31,2007
111,44,26,2007
97,44,41,2007
229,44,6,2007
18,44,38,2007
120,44,37,2007
74,44,8,2007
79,44,7,2007
327,44,48,2007
125,44,1,2007
151,44,20,2007
325,44,30,2007
165,44,11,2007
812,44,27,2007
64,44,33,2007
40,44,36,2007
329,44,13,2007
631,44,25,2007
513,44,2,2007
39,44,45,2007
599,44,42,2007
107,44,3,2007
221,44,19,2007
14,44,40,2007
446,44,32,2007
30,44,14,2007
179,44,23,2007
1067,44,15,2007
509,44,22,2007
52,44,29,2007
446,44,4,2007
7517,44,12,2007
24,44,5,2007
108,44,43,2007
45,44,24,2007
156,19,17,2007
284,19,34,2007
26,19,46,2007
920,19,16,2007
160,19,21,2007
184,19,49,2007
828,19,39,2007
110,19,35,2007
2019,19,10,2007
756,19,18,2007
23,19,9,2007
517,19,28,2007
272,19,47,2007
74,19,31,2007
43,19,26,2007
103,19,41,2007
111,19,6,2007
27,19,38,2007
1153,19,37,2007
554,19,8,2007
196,19,7,2007
114,19,48,2007
42,19,1,2007
184,19,20,2007
31,19,30,2007
10,19,11,2007
122,19,27,2007
93,19,33,2007
1840,19,36,2007
107,19,13,2007
1777,19,25,2007
1105,19,2,2007
2,19,45,2007
1141,19,42,2007
123,19,3,2007
150,19,44,2007
94,19,40,2007
296,19,32,2007
8,19,14,2007
249,19,23,2007
744,19,15,2007
24,19,22,2007
106,19,29,2007
1322,19,4,2007
279,19,12,2007
287,19,5,2007
202,19,43,2007
16,19,24,2007
131,40,17,2007
159,40,34,2007
1529,40,16,2007
1228,40,21,2007
1828,40,49,2007
248,40,39,2007
393,40,35,2007
3349,40,10,2007
281,40,18,2007
145,40,9,2007
1318,40,28,2007
476,40,47,2007
92,40,26,2007
876,40,38,2007
293,40,37,2007
8748,40,8,2007
306,40,7,2007
120,40,48,2007
291,40,20,2007
123,40,30,2007
319,40,11,2007
147,40,27,2007
708,40,33,2007
754,40,36,2007
46,40,13,2007
1957,40,25,2007
2164,40,2,2007
69,40,44,2007
888,40,19,2007
288,40,32,2007
63,40,14,2007
343,40,23,2007
1444,40,15,2007
193,40,22,2007
87,40,29,2007
715,40,4,2007
1649,40,12,2007
422,40,5,2007
8,40,43,2007
398,32,17,2007
321,32,34,2007
220,32,46,2007
706,32,16,2007
124,32,21,2007
80,32,49,2007
103,32,39,2007
22,32,35,2007
1824,32,10,2007
3178,32,18,2007
2,32,9,2007
227,32,28,2007
289,32,47,2007
25,32,31,2007
105,32,26,2007
357,32,41,2007
328,32,6,2007
106,32,38,2007
338,32,37,2007
152,32,8,2007
192,32,7,2007
95,32,48,2007
302,32,1,2007
288,32,20,2007
15,32,30,2007
27,32,11,2007
54,32,27,2007
68,32,33,2007
149,32,36,2007
133,32,13,2007
589,32,25,2007
5481,32,2,2007
672,32,42,2007
176,32,3,2007
16,32,44,2007
619,32,19,2007
137,32,40,2007
43,32,14,2007
854,32,23,2007
817,32,15,2007
46,32,22,2007
17,32,29,2007
1420,32,4,2007
207,32,12,2007
81,32,5,2007
62,32,43,2007
921,14,34,2007
138,14,46,2007
823,14,16,2007
971,14,21,2007
15,14,49,2007
64,14,35,2007
835,14,10,2007
305,14,18,2007
182,14,9,2007
1355,14,28,2007
117,14,47,2007
2434,14,31,2007
445,14,26,2007
477,14,6,2007
140,14,37,2007
618,14,8,2007
272,14,7,2007
3884,14,48,2007
117,14,1,2007
477,14,20,2007
367,14,30,2007
3047,14,11,2007
131,14,27,2007
25,14,33,2007
257,14,36,2007
104,14,13,2007
240,14,25,2007
2716,14,45,2007
89,14,42,2007
447,14,3,2007
178,14,44,2007
198,14,19,2007
95,14,40,2007
878,14,32,2007
354,14,23,2007
2626,14,15,2007
448,14,22,2007
210,14,4,2007
479,14,12,2007
171,14,43,2007
852,14,24,2007
1543,23,17,2007
406,23,34,2007
803,23,46,2007
1280,23,16,2007
379,23,21,2007
94,23,49,2007
15,23,39,2007
19,23,35,2007
1581,23,10,2007
2101,23,18,2007
90,23,9,2007
914,23,28,2007
745,23,47,2007
92,23,31,2007
288,23,26,2007
1720,23,41,2007
526,23,6,2007
9,23,38,2007
201,23,37,2007
63,23,8,2007
544,23,7,2007
150,23,48,2007
2026,23,1,2007
687,23,20,2007
131,23,30,2007
66,23,11,2007
54,23,27,2007
26,23,33,2007
248,23,36,2007
76,23,13,2007
311,23,25,2007
1377,23,2,2007
12,23,45,2007
848,23,42,2007
220,23,3,2007
303,23,44,2007
366,23,19,2007
39,23,40,2007
887,23,32,2007
15,23,14,2007
1530,23,15,2007
228,23,22,2007
1197,23,4,2007
348,23,12,2007
205,23,5,2007
389,23,43,2007
106,23,24,2007
356,15,17,2007
550,15,34,2007
731,15,46,2007
1441,15,16,2007
935,15,21,2007
91,15,49,2007
66,15,39,2007
38,15,35,2007
984,15,10,2007
739,15,18,2007
67,15,9,2007
450,15,28,2007
223,15,47,2007
148,15,31,2007
319,15,26,2007
254,15,41,2007
1614,15,6,2007
14,15,38,2007
218,15,37,2007
138,15,8,2007
202,15,7,2007
190,15,48,2007
296,15,1,2007
462,15,20,2007
55,15,30,2007
94,15,11,2007
261,15,27,2007
32,15,33,2007
78,15,36,2007
546,15,13,2007
309,15,25,2007
494,15,2,2007
57,15,45,2007
359,15,42,2007
1090,15,3,2007
106,15,44,2007
295,15,19,2007
2,15,40,2007
277,15,32,2007
48,15,14,2007
326,15,23,2007
237,15,22,2007
9,15,29,2007
511,15,4,2007
350,15,12,2007
48,15,5,2007
184,15,43,2007
55,15,24,2007
66,22,17,2007
2760,22,34,2007
483,22,46,2007
4459,22,16,2007
1631,22,21,2007
202,22,49,2007
592,22,10,2007
1075,22,18,2007
2291,22,9,2007
373,22,28,2007
187,22,47,2007
2,22,31,2007
189,22,26,2007
27,22,41,2007
215,22,6,2007
88,22,38,2007
405,22,37,2007
251,22,8,2007
275,22,7,2007
206,22,48,2007
528,22,20,2007
329,22,30,2007
99,22,11,2007
1038,22,27,2007
108,22,33,2007
89,22,36,2007
458,22,13,2007
296,22,25,2007
514,22,2,2007
108,22,45,2007
219,22,42,2007
357,22,3,2007
769,22,44,2007
162,22,19,2007
28,22,40,2007
108,22,32,2007
96,22,14,2007
98,22,23,2007
1923,22,15,2007
558,22,4,2007
1053,22,12,2007
28,22,5,2007
245,22,43,2007
747,22,24,2007
103,29,17,2007
362,29,34,2007
399,29,16,2007
680,29,21,2007
1086,29,49,2007
25,29,39,2007
274,29,35,2007
1819,29,10,2007
1054,29,18,2007
99,29,28,2007
217,29,31,2007
180,29,26,2007
663,29,41,2007
995,29,38,2007
282,29,37,2007
3396,29,8,2007
797,29,7,2007
268,29,48,2007
87,29,1,2007
341,29,20,2007
83,29,11,2007
6026,29,33,2007
1036,29,36,2007
8974,29,25,2007
3321,29,2,2007
1140,29,42,2007
599,29,3,2007
450,29,44,2007
786,29,19,2007
683,29,40,2007
116,29,32,2007
771,29,23,2007
43,29,15,2007
333,29,22,2007
883,29,4,2007
624,29,12,2007
570,29,5,2007
67,29,43,2007
547,4,17,2007
469,4,34,2007
50,4,46,2007
1865,4,16,2007
606,4,21,2007
137,4,49,2007
139,4,39,2007
793,4,35,2007
2702,4,10,2007
1507,4,18,2007
37,4,9,2007
764,4,28,2007
463,4,47,2007
93,4,31,2007
235,4,26,2007
269,4,41,2007
453,4,6,2007
232,4,38,2007
2377,4,37,2007
340,4,8,2007
531,4,7,2007
124,4,48,2007
107,4,1,2007
591,4,20,2007
27,4,11,2007
91,4,27,2007
190,4,33,2007
658,4,36,2007
173,4,13,2007
1197,4,25,2007
4123,4,2,2007
55,4,45,2007
686,4,42,2007
233,4,3,2007
380,4,44,2007
1609,4,19,2007
61,4,40,2007
1013,4,32,2007
